"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATRNL1",163.605649376853,1.79237778144191,0.435333063377377,4.11725626244969,3.83409672348585e-05,0.00133797335770348
"ATXN1",656.142789486631,0.643160617642186,0.199983835781781,3.21606301393274,0.00129962292162819,0.0141812989252765
"ATXN1L",383.493823236751,1.01089356211831,0.174518749992594,5.79246391669209,6.93612312226749e-09,1.00119784486694e-05
"ATXN7L3B",356.469886031045,-0.520624846494868,0.183068634430282,-2.84387791559749,0.00445681211472672,0.0324384619221772
"AURKA",2826.87535668737,-0.557679896730868,0.201457048170059,-2.76823224501981,0.00563612763168008,0.037771390676237
"AURKAIP1",101.856269741166,-0.668721182134083,0.247460012585367,-2.70234037066248,0.00688532373923037,0.0433830040998015
"AURKB",263.967320569415,-0.760131968368485,0.240665540661971,-3.15845785930831,0.00158606238255928,0.0161019811446779
"AXL",603.371359532801,1.43488312499044,0.315487213657236,4.54814985481276,5.41195945918954e-06,0.000409195677585769
"B3GALT2",348.115413527622,1.53435453312989,0.311561040066831,4.92473170843428,8.44761764858082e-07,0.000130224536916666
"B3GNT5",110.643160960074,0.935522465612934,0.323402599448449,2.89274875096376,0.00381886648269252,0.0290263102021024
"B4GALNT2",356.917827107458,1.0961788850445,0.238587214914206,4.59445777695456,4.33875964945811e-06,0.000349699622914193
"BACE1",194.476778656436,0.571991686451392,0.140166992136218,4.08078733611916,4.48834067053855e-05,0.00147854508644836
