"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABLIM2",95.2797145805275,0.718058077175982,0.304978121324515,2.35445767079116,0.0185497562638375,0.0394960311086841
"ABLIM3",278.365741713501,0.739200820775499,0.203807843862866,3.6269498109841,0.000286789011067705,0.00124348331997079
"ABO",41.2315881231595,1.32416870590569,0.27760401771467,4.76999114352413,1.8423401915325e-06,1.79574447889214e-05
"ABT1",147.499876899639,-0.710225955495579,0.129868933657392,-5.46879022945725,4.53117630039656e-08,7.43243980348105e-07
"AC000367.1",24.1183743320653,0.688603778376757,0.222314816653317,3.09742638274344,0.0019520887474629,0.00616085572097317
"AC002400.1",103.486667910776,0.513736137127134,0.191763260485909,2.67901231875896,0.00738396772638122,0.0185569230071987
"AC004813.1",1483.80987578468,0.977640058955045,0.222349017257275,4.39687150865092,1.09822312580905e-05,8.07295684796116e-05
"AC004893.10",44.4187898226326,0.804179623799023,0.169414418660645,4.74681925043157,2.06640455946338e-06,1.97891264144509e-05
"AC004980.7",230.214087044633,-0.692975474806578,0.206102384990862,-3.36228750985731,0.000772995935241047,0.00286633102750055
"AC005154.7",733.714631684558,0.918867008242181,0.17860276436959,5.14475244258107,2.67873817287988e-07,3.43284945189562e-06
"AC005154.8",32.7376509808802,1.39675051972113,0.189879313063107,7.3559910091781,1.8951577202895e-13,1.70007425326309e-11
"AC005480.1",25.3835137710346,0.552667224501515,0.200688146546451,2.75386082343232,0.00588968080676751,0.0154037805715458
"AC005517.3",143.236423242893,0.736935154344051,0.183480061629727,4.01643180080911,5.90859523234366e-05,0.000332212022305781
"AC005943.2",534.845352083695,-0.941174004168119,0.218886961783028,-4.29981757022631,1.70938763924333e-05,0.000116387894236302
"AC006014.7",31.5961555429973,-0.866338488238693,0.314017627861502,-2.75888488852859,0.0057998961060044,0.015231682165256
"AC007318.5",119.831267849019,1.21820589552228,0.287412011523339,4.23853508788848,2.24983023680425e-05,0.000147157206112155
"AC007326.1",54.8969878555334,0.722722410439934,0.214042973764866,3.3765294778322,0.000734065057102218,0.00274182191876477
"AC007899.3",59.2715260988879,0.778858282823322,0.251631658868147,3.09523168239907,0.0019665921666935,0.00619800524469221
"AC007919.18",37.475594103959,1.42614694120679,0.253816391176074,5.61881340522828,1.92273368262898e-08,3.56649128654007e-07
"AC008810.1",521.18932106136,1.02195233390877,0.201604278064183,5.06910043636783,3.9970028194362e-07,4.8520191717896e-06
"AC009022.1",168.611926430299,0.722505010886466,0.277672927803373,2.60200018994321,0.00926818009171352,0.0223579707529971
"AC009060.1",2462.3925129395,0.658944844958206,0.183323563089793,3.59443616440867,0.000325094837623665,0.00137906915089195
"AC009060.2",85.3669252690482,1.35393523968924,0.341593886863484,3.96358158549347,7.38336145513874e-05,0.000398209963263223
"AC009133.23",75.9308309498213,1.03575199068408,0.366511392649403,2.82597488497406,0.00471369597023524,0.0128320877213007
"AC009950.1",2078.49652450889,-1.03948763068275,0.421372258932692,-2.46691045422806,0.0136284434136158,0.0307331947907103
"AC010132.11",80.3640307744911,0.988066082639335,0.213053690947842,4.63763888925644,3.52411793963165e-06,3.11212150419752e-05
"AC010412.1",55.6440669348092,0.586070934608892,0.185593590503451,3.15781882886734,0.00158954311238399,0.00518889094128968
"AC010733.5",170.074280809848,0.744497889751278,0.251263776994204,2.96301320730545,0.00304643497444231,0.00890979821775556
"AC011933.2",343.417846691586,0.604239376575537,0.193172661166496,3.12797563033385,0.00176014774624892,0.00565970553157967
"AC012066.1",116.042981493385,-0.875097865937907,0.289105905131543,-3.02691107447196,0.00247066629801972,0.00748649608396129
"AC012314.1",754.229914986423,-0.528889881858874,0.200788514238849,-2.63406442277734,0.00843694781827328,0.0206993715872794
"AC012314.2",754.229914986423,-0.528889881858874,0.200788514238849,-2.63406442277734,0.00843694781827328,0.0206993715872794
"AC012314.3",754.229914986423,-0.528889881858874,0.200788514238849,-2.63406442277734,0.00843694781827328,0.0206993715872794
"AC012314.4",754.229914986423,-0.528889881858874,0.200788514238849,-2.63406442277734,0.00843694781827328,0.0206993715872794
"AC012314.5",754.229914986423,-0.528889881858874,0.200788514238849,-2.63406442277734,0.00843694781827328,0.0206993715872794
"AC012314.6",754.229914986423,-0.528889881858874,0.200788514238849,-2.63406442277734,0.00843694781827328,0.0206993715872794
"AC012513.4",161.165563325377,1.17070387296192,0.23965005748055,4.88505567354989,1.03399632725542e-06,1.09744610188246e-05
"AC016142.1",34.2800085175127,0.70690615627675,0.279358705209053,2.53046045494716,0.0113912924977976,0.0264895931868819
"AC017081.1",569.188205460539,0.888049601856665,0.206649934369718,4.29736212868984,1.72842698663476e-05,0.000117459936761895
"AC017081.3",569.188205460539,0.888049601856665,0.206649934369718,4.29736212868984,1.72842698663476e-05,0.000117459936761895
"AC018463.4",337.547337350429,1.10816133386181,0.187492058753656,5.9104441074905,3.41186607782831e-09,8.25817219264602e-08
"AC019097.7",182.954262684309,0.875590835072739,0.233426298567796,3.7510376527623,0.00017610424860005,0.000821384558837324
"AC022182.2",922.649491143506,2.28906787517157,0.407555106470768,5.61658494477914,1.94768520081531e-08,3.60435263619412e-07
"AC022405.1",55.6440669348092,0.586070934608892,0.185593590503451,3.15781882886734,0.00158954311238399,0.00518889094128968
"AC023908.1",84.2915579195763,1.01079837054622,0.218915335908668,4.61730269535765,3.8876000985926e-06,3.375297807144e-05
"AC024937.6",238.446295009135,0.785968484061715,0.170427798416283,4.61173876190036,3.99314641967154e-06,3.45145230547331e-05
"AC026248.1",208.365660376703,0.508371114303002,0.167326967084433,3.03818997715101,0.00238003859072172,0.00725062408739054
"AC064850.4",81.1690800367305,-0.825787536447939,0.24274898001611,-3.40181670956201,0.000669395164003548,0.00253546193083214
"AC067945.3",291.873153425327,0.826895997720017,0.250432322408915,3.30187409423066,0.000960411699601354,0.0034345533707816
"AC068491.3",54.6076108502112,0.553294203459529,0.245849804394481,2.25053749716121,0.0244148459896926,0.0496807541489606
"AC068657.2",99.7932395625404,1.29869370408172,0.27466889498231,4.72821541793208,2.26501807163457e-06,2.13689583727948e-05
"AC073063.10",243.501009803144,0.651432791268252,0.167948044803429,3.87877567750613,0.000104983508102321,0.00053557699219504
"AC073333.1",1836.7506821332,0.962081695229247,0.227658968163522,4.22597757949165,2.37905679859035e-05,0.00015437132753583
"AC084219.2",367.527214432709,0.680136757735185,0.19273921911737,3.52879274311582,0.000417459936989886,0.00170134211486792
"AC090498.1",1028.98037734704,-2.45715709789796,0.581977275508978,-4.2220842656597,2.42053577938226e-05,0.000156550986171208
"AC090804.1",777.554997147034,0.467989009636611,0.156938555511419,2.98198876695127,0.00286382506437753,0.00846144666397215
"AC092641.2",78.435644683777,0.567598247873828,0.230761752272424,2.45967211760359,0.0139063998622929,0.0312137145905409
"AC092933.4",88.9302069116695,0.990603472837164,0.435434204056574,2.27497854695048,0.0229072167980296,0.0471079896799785
"AC093162.5",71.9518531435817,0.605605678676788,0.157765331343164,3.83864866584345,0.000123713300741823,0.000613849934118331
"AC097374.2",25.4265904080067,1.52739922266481,0.410356892849984,3.72212395911475,0.000197553990865099,0.000904487389549032
"AC097721.1",21.9040133606721,0.685037220534705,0.245793062155595,2.78704864379392,0.00531904939890542,0.0141656937866186
"AC104651.2",21.5893548601812,1.49315914104062,0.274910161734385,5.43144397289791,5.58998669611022e-08,8.91142658241346e-07
"AC104981.1",34.2800085175127,0.70690615627675,0.279358705209053,2.53046045494716,0.0113912924977976,0.0264895931868819
"AC105052.1",458.238556908516,1.13108468484902,0.272662402610478,4.14829721303701,3.34957362732417e-05,0.000204871071088803
"AC109486.1",928.022399321162,0.801418797062669,0.188017434268342,4.26247065960315,2.02179051269266e-05,0.000134093524480092
"AC124914.3",98.0526337085299,0.881717987739934,0.194147019769104,4.5414963813946,5.58563448919972e-06,4.55392550619448e-05
"AC144530.1",573.964657886624,0.599623455519965,0.182353046141336,3.28825576653771,0.00100810210150518,0.00356892868845022
"AC240274.1",13996.6825405843,0.413738627619696,0.183677157385718,2.25253174378594,0.0242886890261088,0.0494557327977117
"AC241585.1",355.248126069422,0.453737358363088,0.137409915636951,3.30207144265994,0.00095973622017257,0.00343368447586752
"AC243587.1",1889.75816714173,-1.58151396348445,0.25351131772043,-6.2384353397134,4.41969239417859e-10,1.46811455721271e-08
"AC243687.1",57.5321681731142,-0.810919423374776,0.278134916751991,-2.91556138597968,0.00355049253447489,0.0101462480117844
"AC254944.1",1282.84871128429,-1.23426308810567,0.285301634059386,-4.32616901117628,1.51725024352904e-05,0.000105661839327869
"ACAA2",884.568446325741,-0.510709469319107,0.176972305471998,-2.88581576624098,0.00390400615179839,0.0109538451454771
"ACACA",7285.96833811689,-0.329307642387142,0.11910421208784,-2.76486982798121,0.00569455151774045,0.0150071517010262
"ACAD11",1300.27889238892,0.380174848025197,0.110444164357691,3.44223572369058,0.00057692727667749,0.00223480148794467
"ACAD9",2861.04428057961,-0.477259236978394,0.0929805510463174,-5.13289318688433,2.85321847551192e-07,3.61271155934435e-06
"ACADM",5914.57605766483,-0.576249309168936,0.143638687775705,-4.01179736526666,6.02582128027319e-05,0.000337846010904582
"ACAN",716.695184201682,1.45063389753199,0.400259685940752,3.62423183869365,0.000289821547485395,0.0012534261309742
"ACAP1",1612.16537716492,-0.439039637548833,0.167274119536407,-2.62467163937621,0.00867325656863927,0.0211644850893772
"ACAT2",556.793935372374,-0.507159500555685,0.145453414981713,-3.48674866533347,0.00048893061126322,0.0019408999748406
"ACBD3",1160.52750248125,-0.502538595336297,0.0983968389239053,-5.10726361570348,3.26857602159695e-07,4.07046667222873e-06
"ACBD5",4541.63540097919,0.636091752810753,0.12459388850367,5.1053206577786,3.3023405253194e-07,4.10929176026814e-06
"ACBD6",1967.96983826874,-0.440061056919601,0.0891959961075203,-4.93364137543948,8.07105733178873e-07,8.87489551326251e-06
"ACD",386.716596150214,-0.539398835202194,0.114609082256441,-4.70642312618188,2.52100988618704e-06,2.35185634388237e-05
"ACER2",77.6763131048984,1.24518126995638,0.243492944038163,5.11382896483942,3.15693222626998e-07,3.94108968803194e-06
"ACER3",600.420409855911,0.449892743236062,0.107943048892892,4.16787137152734,3.07457340368547e-05,0.000191255479969386
"ACIN1",7966.89963102261,-0.472154911934033,0.0981998689957621,-4.80810124048545,1.52370599952659e-06,1.52159772707442e-05
"ACKR1",122.651885396004,0.777821795424392,0.232410446227342,3.34675918423879,0.000817622053817069,0.00300166542670692
"ACKR2",76.4482855187595,0.992058258439215,0.253430352409567,3.91452029722138,9.05841179595438e-05,0.000471881438635707
"ACKR4",837.557945248813,0.455239780505469,0.200438341681483,2.27122104826077,0.0231335998594982,0.0474690228184431
"ACLY",4976.12716426826,-0.6217418589896,0.1189764508715,-5.22575563849279,1.73445300372053e-07,2.35381579427988e-06
"ACMSD",81.9629779757863,0.662948719914583,0.277352812879045,2.39027220612217,0.0168358894837531,0.0364942325219156
"ACO1",1304.21785761631,0.550903426533861,0.150564830638248,3.65891174053441,0.000253288545582461,0.00111966171365288
"ACO2",3319.49578882565,-0.63613366796023,0.138789764908114,-4.58343357221899,4.57402237243416e-06,3.87754016174637e-05
"ACOT11",347.910486496534,0.549284615415889,0.15286874966281,3.59317791652952,0.000326669373223276,0.0013846386300158
"ACOT7",676.035200204598,-0.826908658270051,0.193292700486316,-4.2780128592005,1.88569130184231e-05,0.000126654003767565
"ACOX1",3078.93019599816,0.506249087920985,0.121275636064218,4.17436761702833,2.98814914367956e-05,0.000186721102335081
"ACOX2",87.3058582682758,0.857827774401792,0.28345415226803,3.02633694916081,0.00247536285644045,0.00749643552061063
"ACOX3",757.086194363563,0.364296136916928,0.0953582016336832,3.82029160235598,0.000133293989262653,0.000654637167186022
"ACSBG1",74.2113395692335,1.07472224065231,0.312765672649991,3.43618988473524,0.000589957327880605,0.00227532175785397
"ACSL6",98.5178373289472,0.851611455018485,0.276349030910822,3.08165167871821,0.00205855568154657,0.00644671783414033
"ACSM2A",65.5111745429073,1.45791278917082,0.407432644776282,3.57829154797194,0.000345847541364513,0.00145351171566589
"ACSM2B",59.9537246824575,1.2196323573983,0.379949547829752,3.20998502133972,0.00132741889269072,0.00446825464874777
"ACSM3",181.521662490006,1.14852819265785,0.252331729336673,4.55165981573972,5.32243452156788e-06,4.37420369220781e-05
"ACSS2",387.071227167695,0.672882135280702,0.194831886841073,3.45365507767002,0.000553044227299712,0.00215649220065443
"ACSS3",186.403921570309,1.01116438862686,0.253152805996748,3.99428473504593,6.48898454635072e-05,0.000357645307528148
"ACTA2",3893.37430089356,0.517633556141506,0.204290562456934,2.53381042137288,0.0112829755271756,0.0262993372607889
"ACTB",381990.08254079,-0.461335687512241,0.174589314803596,-2.64240505228639,0.00823195424440209,0.0202772214540205
"ACTG1",84517.9537624543,-0.401384971698234,0.14348635551728,-2.79737380081338,0.00515198895149297,0.0138064608560009
"ACTG2",538.25435830336,1.10316215730234,0.428075962083955,2.57702430178966,0.00996549440653688,0.0237371917472236
"ACTL6A",1712.99495293787,-0.408447082257705,0.103165146224368,-3.95915769236054,7.52145640525359e-05,0.000404089661752144
"ACTN1",2042.92570509953,0.459341172097756,0.160905940342663,2.8547185462485,0.0043074983716078,0.011890552702432
"ACTN2",493.414833267152,1.67676962858038,0.502419155307058,3.33739191841841,0.000845686060743416,0.00308756111117129
"ACTR2",19103.9367738716,-0.452207920616931,0.179959946697376,-2.51282537540075,0.0119768602782848,0.0276649094411706
"ACTR3",15160.8457016683,-0.343116814373009,0.127439247116628,-2.69239517759392,0.00709408319517698,0.0179734885867273
"ACTR5",215.959248838202,-0.290334811470258,0.117792217915477,-2.46480469260364,0.0137087952781713,0.0308749292803977
"ACTR8",679.325088419703,-0.238580382183807,0.0911080589462812,-2.61865289353248,0.00882777218645924,0.0214585680919473
"ACVR1",802.239290599321,0.707416217830534,0.139122615626708,5.08483983458639,3.67936425451836e-07,4.51824792213786e-06
"ACVR1B",390.095526983056,0.441112858696838,0.147807715003542,2.98436965002989,0.00284163248085688,0.00840996095639246
"ACVR2A",486.579651362396,0.983150303684937,0.151976519369647,6.46909343471447,9.85926218751623e-11,4.02430244250341e-09
"ACY3",559.660239234161,-0.946229947786165,0.390575586806012,-2.42265512681962,0.0154075459244861,0.0340015308115344
"ACYP1",458.304568542093,-0.669798627475998,0.128719321432517,-5.20355934153327,1.95507283857266e-07,2.6064354769821e-06
"ADAM10",6757.85759436807,0.34738814872507,0.0970418750354638,3.57977572669652,0.000343889223850256,0.00144681322106369
"ADAM12",1144.64441914542,1.0010193883801,0.222216098797168,4.50471137689174,6.64632128254163e-06,5.27124322298681e-05
"ADAM1A",434.204003988274,0.512224807456442,0.152465310738306,3.35961541006291,0.000780510433340848,0.00288875454563886
"ADAM20",189.193050122117,0.960499749551208,0.172976173259989,5.55278644132995,2.81151478357011e-08,4.93273278823494e-07
"ADAM21",98.478979130926,0.924985816842024,0.258467617614908,3.57872999866531,0.000345267939338981,0.0014518443699217
"ADAM23",292.730058728376,0.848900806089344,0.366166485638033,2.31834654285785,0.0204304948207595,0.0428029462301701
"ADAM28",2920.25873034746,0.960778225404005,0.204355568064281,4.70150255510428,2.58254032008182e-06,2.39798685393328e-05
"ADAM32",219.578744378837,0.876127772868346,0.255173037332462,3.43346531446757,0.000595918443586037,0.00229328387588001
"ADAM33",49.9607614502542,1.26274560096213,0.339402867128545,3.72049184983427,0.000198835159052065,0.000908958689628271
"ADAM9",6842.88192678447,0.742952092750435,0.164555142290939,4.51491264512943,6.33428704466933e-06,5.05093606656828e-05
"ADAMDEC1",4365.5431689852,0.600950533395878,0.254299609331075,2.36315948332227,0.0181198699810186,0.0387580593042295
"ADAMTS10",333.999820593887,0.710709226843371,0.217077022348845,3.2739956498079,0.00106038243739239,0.00371836403288791
"ADAMTS12",401.880213396411,0.592242329709469,0.251805974336095,2.35197886496124,0.0186738359393781,0.0397084728867611
"ADAMTS14",123.980255089518,0.736228559205364,0.26492691411276,2.77898741119222,0.00545286382927614,0.0144565990785184
"ADAMTS17",213.398404220865,1.36095854240724,0.286677992122358,4.74734224392908,2.06107032493927e-06,1.97618808088078e-05
"ADAMTS3",128.914313420098,0.816528142807279,0.319731386675271,2.55379414357142,0.0106556234043252,0.0250986483331665
"ADAMTSL1",188.717275143441,0.893084244247026,0.305918053351986,2.91935776415083,0.00350753419698242,0.0100357128377239
"ADAMTSL2",193.216451595785,0.770149971704662,0.250723869636715,3.07170582848999,0.00212839367251864,0.00662639896710804
"ADAMTSL3",651.220640034539,0.604925176212533,0.223436593172132,2.70736841993696,0.00678189488055547,0.0173262955612968
"ADAMTSL4",733.924122556455,0.619933524123354,0.180313295639766,3.43809102886051,0.000585830726445449,0.00226431846993691
"ADAP1",206.842325163289,1.50686080885218,0.356662540410796,4.22489226683748,2.39055111744405e-05,0.000154927227113374
"ADARB1",680.717007349309,0.942199915848333,0.238504604985916,3.95044748047516,7.80052141402056e-05,0.000415069299637461
"ADAT1",675.784181982699,-0.249256333776778,0.10193086339352,-2.44534702717551,0.0144712823807691,0.0322899131031271
"ADAT2",559.473924038682,-0.285508811506944,0.119060530786693,-2.39801393140484,0.0164842382772352,0.0358789219144538
"ADCY1",88.2375912870616,1.06098883389356,0.292233610211515,3.63061878175351,0.000282742543905087,0.00122929521142524
"ADCY10",212.574848479656,1.0462462743585,0.39948005224926,2.61902006988245,0.00881827592043216,0.0214420497801871
"ADCY10P1",39.9930226901654,0.751213622241799,0.247286870380305,3.03782251393493,0.00238294259607692,0.00725668633304742
"ADCY2",108.375603597184,0.971636836244327,0.316385596463779,3.07105268730387,0.0021330550772246,0.00663671050101175
"ADCY4",297.804115447393,0.540881665108915,0.153689216511982,3.51932085662461,0.000432653115459302,0.00175649863647732
"ADCY6",361.669575573369,1.15625735438157,0.241296234601405,4.79185825792755,1.65243631684909e-06,1.63881223228794e-05
"ADGRA2",328.554463476845,0.749078024270117,0.152071138184033,4.92583953283497,8.39989126509566e-07,9.17286612841739e-06
"ADGRA3",449.671064098113,1.0932237819957,0.275965736475114,3.96144751866428,7.44967575666015e-05,0.00040151375310336
"ADGRB1",96.0601798123296,0.885128129650132,0.239948413819568,3.68882675888708,0.000225290551503753,0.0010107836611406
"ADGRD1",297.246939940384,0.913801626754396,0.254264944684649,3.59389544590086,0.000325770605054219,0.00138156668457556
"ADGRE2",1420.34120359614,0.513650791947926,0.212555235345122,2.41655206052169,0.0156682854706778,0.0344597982418415
"ADGRE4P",189.647658278407,0.860032865021327,0.284812468308382,3.01964612058389,0.00253070185712874,0.00762910273162905
"ADGRF1",190.996176094305,1.84119886635898,0.437063476379012,4.21265780799842,2.52383268394563e-05,0.000162306259034786
"ADGRF5",833.598026245648,0.472449402991236,0.181159285009072,2.60792265197767,0.00910935355756436,0.022021668055269
"ADGRG1",747.977255116109,1.02217821840564,0.241639291442197,4.23018215417236,2.33502156813372e-05,0.000151960224419433
"ADGRG2",380.594694858046,0.879207201038695,0.251666323802416,3.49354330668795,0.000476655666200575,0.00190063753589471
"ADGRG6",423.191819129961,0.989374759054855,0.341491733830945,2.89721437165048,0.00376492395621514,0.0106292141437949
"ADGRL2",1250.0422154197,1.03232893871747,0.215620084478183,4.78772161329861,1.68685419073968e-06,1.6677379103714e-05
"ADGRL4",582.020379923637,0.939634963600397,0.18849009707756,4.98506276016058,6.1941703543966e-07,7.07561416454023e-06
"ADH1B",530.331263764837,1.01337103845473,0.390630710536151,2.59419193402345,0.00948135406006406,0.0227891219748255
"ADHFE1",140.977531415367,1.08215066912497,0.215806082172503,5.01445862058681,5.31829961392263e-07,6.20911479925467e-06
"ADIPOQ",57.1596461325718,0.907182037593319,0.379298097943743,2.39173895812119,0.0167687641896656,0.036388470384517
"ADIPOR1",1082.68916648198,0.370084098168655,0.117665222985501,3.1452292255823,0.00165956741791797,0.00538315310172722
"ADIPOR2",553.087092871928,0.34404032633014,0.125803482872534,2.73474405059777,0.00624287977566535,0.0161730208970492
"ADM2",21.4126104364915,0.936275469277793,0.24528760696758,3.81705166784697,0.000135055895751242,0.000661244993135437
"ADORA3",175.860761416733,0.745750425672624,0.294536684125454,2.53194412060055,0.0113432066586258,0.0264087148571351
"ADPRHL2",148.990246474187,-0.420047801759929,0.153123836988864,-2.74319015262448,0.00608454400692496,0.0158092603079618
"ADPRM",363.083715589113,0.647716077699588,0.140136392794827,4.62204046202265,3.79983873625189e-06,3.30596380571e-05
"ADRB2",310.772787485949,0.819947716899084,0.267323785774557,3.06724564192194,0.00216041239659236,0.00670241130279036
"ADRM1",1078.80803515508,-0.741662173908549,0.131557546368421,-5.6375494555938,1.72487077115922e-08,3.24112403603149e-07
"ADSL",4655.82308456402,-0.64243222183595,0.101532441489009,-6.32735914171329,2.49392448178685e-10,8.85873219727327e-09
"ADSS",2324.7393189786,-0.264319032421103,0.0984028499801941,-2.68609123083633,0.00722933464624143,0.0182637033433606
"ADSSL1",42.9882481015103,1.20696400465013,0.273363607110478,4.41523294709214,1.00901274868123e-05,7.51106630265377e-05
"AEN",313.831182611131,-0.365035945600763,0.157575591037682,-2.3165767184936,0.0205268008190447,0.0429752826219399
"AF011889.5",2167.47418578505,0.351960370654825,0.143936168134169,2.44525316476917,0.0144750494312034,0.0322937803665376
"AF111168.1",461.851712661186,0.8140936060876,0.198697289075624,4.09715507380555,4.18258723768187e-05,0.000246325758608444
"AFAP1",463.9625014752,0.456076333951603,0.158047339868591,2.88569446553677,0.00390551099691277,0.0109541960093589
"AFG3L1P",179.142640907315,-0.525120473586216,0.162053652625814,-3.24041121614662,0.00119357434982989,0.00408228031221309
